yh [-],xl [-],z[-],c_m [user_defined],c_s [user_defined],vfrac_liqwater [-],vfrac_swe [-],v_liqwater [mm*mm*m],v_swe [mm*mm*m],v_air [mm*mm*m]
6,0,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,1,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,2,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,3,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,4,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,5,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,6,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,7,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,8,3,0,0.135784890366924,0,1,0,32.0384461353624,5
6,9,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,0,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,1,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,2,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,3,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,4,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,5,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,6,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,7,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,8,3,0,0.135784890366924,0,1,0,32.0384461353624,5
7,9,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,0,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,1,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,2,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,3,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,4,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,5,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,6,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,7,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,8,3,0,0.135784890366924,0,1,0,32.0384461353624,5
8,9,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,0,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,1,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,2,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,3,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,4,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,5,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,6,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,7,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,8,3,0,0.135784890366924,0,1,0,32.0384461353624,5
9,9,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,0,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,1,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,2,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,3,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,4,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,5,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,6,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,7,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,8,3,0,0.135784890366924,0,1,0,32.0384461353624,5
10,9,3,0,0.135784890366924,0,1,0,32.0384461353624,5
11,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
11,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
12,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
13,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
14,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
15,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
16,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
17,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
18,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
19,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,0,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,1,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,2,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,3,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,4,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,5,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,6,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,7,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,8,3,0,0.092498142775513,0,1,0,32.0384461353624,5
20,9,3,0,0.092498142775513,0,1,0,32.0384461353624,5
21,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
21,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
22,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
23,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
24,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
25,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
26,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
27,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
28,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
29,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,0,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,1,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,2,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,3,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,4,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,5,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,6,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,7,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,8,3,0,0.100783465395752,0,1,0,32.0384461353624,5
30,9,3,0,0.100783465395752,0,1,0,32.0384461353624,5
31,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
31,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
32,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
33,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
34,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
35,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
36,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
37,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
38,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
39,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,0,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,1,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,2,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,3,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,4,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,5,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,6,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,7,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,8,3,0,0.141758823073791,0,1,0,32.0384461353624,5
40,9,3,0,0.141758823073791,0,1,0,32.0384461353624,5
41,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
41,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
42,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
43,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
44,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
45,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
46,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
47,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,4,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,5,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,6,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,7,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,8,3,0,0.092986289379455,0,1,0,32.0384461353624,5
48,9,3,0,0.092986289379455,0,1,0,32.0384461353624,5
49,0,3,0,0.092986289379455,0,1,0,32.0384461353624,5
49,1,3,0,0.092986289379455,0,1,0,32.0384461353624,5
49,2,3,0,0.092986289379455,0,1,0,32.0384461353624,5
49,3,3,0,0.092986289379455,0,1,0,32.0384461353624,5
